timestep,for vel,ang vel
1060,5.1105394,-0.015125666
1061,5.273645,-0.01071934
1062,5.35266,-0.016026588
1063,5.355358,-0.016614508
1064,5.555003,-0.0022776388
1065,6.8048716,0.034703232
1066,7.3747363,0.050260298
1067,7.7675943,0.047147714
1068,8.058603,0.06976182
1069,7.896672,0.056786694
1070,8.372419,0.07564063
1071,7.93021,0.051007748
1072,9.368141,0.103536345
1073,8.613632,0.07938677
1074,8.548145,0.08143442
1075,8.623048,0.081569925
1076,8.868993,0.089464255
1077,8.981163,0.09329579
1078,9.015634,0.09478665
1079,9.022781,0.095594965
1080,8.884829,0.08886649
1081,8.891383,0.08815639
1082,8.918316,0.087162964
1083,9.206555,0.09758342
1084,9.120082,0.09828704
1085,8.855423,0.08984475
1086,9.130246,0.09643438
1087,9.092603,0.09404851
1088,9.295809,0.09861923
1089,9.284729,0.09505049
1090,9.122132,0.09046062
1091,9.009119,0.087046176
1092,9.206243,0.08818066
1093,8.91219,0.07647233
1094,8.714648,0.06937051
1095,9.0778,0.080002405
1096,9.002819,0.07820274
1097,9.061182,0.08160287
1098,8.889385,0.077136815
1099,8.912054,0.07877003
